TextId,CISI,Region,Site,Type,Symbol,Material,Complete,Direction,RawText,ReadingTokens,StructuralParse,StructuralTemplate,SemanticFrame,SemanticOptions,SlotFillers,NameLikeBlocks,CrossFrameReuse,MinimalPairEvidence,ReconstructionConfidence,PhoneticReadiness,NextTest
2844.1,M-326,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Y,R/L,+740-904-235-741-060-920+,920-060-741-235-904-740,PRODUCTIVE_SLOT(<START>_741)[920-060] | PRODUCTIVE_SLOT(060_<END>)[741-235-904-740],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|741:920-060@1-2; 060|<END>:741-235-904-740@3-6,,920-060,,0.68,Medium,"compare all artifacts in frames 060|<END>, <START>|741; test reused filler(s) 920-060 across frames"
3091.1,M-647,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Y,R/L,+740-100-235-233-741-060-920+,920-060-741-233-235-100-740,PRODUCTIVE_SLOT(<START>_741)[920-060] | PRODUCTIVE_SLOT(060_<END>)[741-233-235-100-740],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|741:920-060@1-2; 060|<END>:741-233-235-100-740@3-7,,920-060,,0.68,Medium,"compare all artifacts in frames 060|<END>, <START>|741; test reused filler(s) 920-060 across frames"
1086.1,H-26,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,+740-388-231-240-798-001-820+,820-001-798-240-231-388-740,PRODUCTIVE_SLOT(<START>_001)[820] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[798-240-231-388-740],PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,<START>|001:820@1-1; 001|<END>:798-240-231-388-740@3-7,,820,820,0.67,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 820 across frames; inspect minimal alternation(s) involving 820"
1110.1,H-51,Inter-Riverine,Harappa,SEAL:S,Bull1:W,Steatite,Y,R/L,+740-643-240-002-861+,861-002-240-643-740,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-643] | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,<START>|240:861-002@1-2; 002|740:240-643@3-4,,861-002,861-002,0.67,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 861-002"
1178.1,H-137,Inter-Riverine,Harappa,SEAL:R,,-,Y,R/L,+740-443-388-033-705-233-002-817+,817-002-233-705-033-388-443-740,PRODUCTIVE_SLOT(<START>_233)[817-002] | PRIME_ENTITY_SLOT(002_740)[233-705-033-388-443] | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,<START>|233:817-002@1-2; 002|740:233-705-033-388-443@3-7,,817-002,817-002,0.67,Medium,"compare all artifacts in frames 002|740, <START>|233; test reused filler(s) 817-002 across frames; inspect minimal alternation(s) involving 817-002"
1182.1,H-141,Inter-Riverine,Harappa,SEAL:R,,Steatite,Y,R/L,+405-032-900-003-070-002-233-235+,235-233-002-070-003-900-032-405,PRODUCTIVE_SLOT(<START>_233)[235] | 233:SLOT_INITIAL_MODIFIER | 002:SLOT_FINAL_MODIFIER | PRODUCTIVE_SLOT(002_<END>)[070-003-900-032-405],PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER SLOT_FINAL_MODIFIER PRODUCTIVE_SLOT,LowEvidenceSequence,undetermined; requires visual/contextual evidence,<START>|233:235@1-1; 002|<END>:070-003-900-032-405@4-8,,235,235,0.67,Medium,"compare all artifacts in frames 002|<END>, <START>|233; test reused filler(s) 235 across frames; inspect minimal alternation(s) involving 235"
1196.1,H-155,Inter-Riverine,Harappa,SEAL:R,,Steatite,Y,R/L,+740-176-001-367-861-216+,216-861-367-001-176-740,PRODUCTIVE_SLOT(<START>_001)[216-861-367] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[176-740],PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,<START>|001:216-861-367@1-3; 001|<END>:176-740@5-6,,176-740,176-740,0.67,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 176-740 across frames; inspect minimal alternation(s) involving 176-740"
1415.1,H-411,Inter-Riverine,Harappa,SEAL:S,Bull1:J,Steatite,Y,R/L,+740-440-240-001-820+,820-001-240-440-740,PRODUCTIVE_SLOT(<START>_001)[820] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[240-440-740],PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,<START>|001:820@1-1; 001|<END>:240-440-740@3-5,,820,820,0.67,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 820 across frames; inspect minimal alternation(s) involving 820"
1875.1,Jk-2,Lower Indus,Jhukar,SEAL:S,Bull1:J,-,Y,R/L,+740-803-233-002-817+,817-002-233-803-740,PRODUCTIVE_SLOT(<START>_233)[817-002] | PRIME_ENTITY_SLOT(002_740)[233-803] | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,<START>|233:817-002@1-2; 002|740:233-803@3-4,,817-002,817-002,0.67,Medium,"compare all artifacts in frames 002|740, <START>|233; test reused filler(s) 817-002 across frames; inspect minimal alternation(s) involving 817-002"
2037.1,L-83,Gujarat/Kutch,Lothal,SEAL:L,,Agate,Y,R/L,+740-806-240-002-820+,820-002-240-806-740,PRODUCTIVE_SLOT(<START>_240)[820-002] | PRIME_ENTITY_SLOT(002_740)[240-806] | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,<START>|240:820-002@1-2; 002|740:240-806@3-4,,,820-002,0.67,Medium,"compare all artifacts in frames 002|740, <START>|240; inspect minimal alternation(s) involving 820-002"
2256.1,M-1753,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:L,Steatite,Y,R/L,+740-760-519-240-002-861+,861-002-240-519-760-740,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-519-760] | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,<START>|240:861-002@1-2; 002|740:240-519-760@3-5,,861-002,861-002,0.67,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 861-002"
2276.1,M-1726,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Y,R/L,+740-615-495-240-002-861+,861-002-240-495-615-740,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-495-615] | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,<START>|240:861-002@1-2; 002|740:240-495-615@3-5,,861-002,861-002,0.67,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 861-002"
2337.1,M-1885,Lower Indus,Mohenjo-daro,SEAL:S,Gaur,Steatite,Y,R/L,+151-055-240-235+,235-240-055-151,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-055-151],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|240:235@1-1; 235|<END>:240-055-151@2-4,,235,235,0.67,Medium,"compare all artifacts in frames 235|<END>, <START>|240; test reused filler(s) 235 across frames; inspect minimal alternation(s) involving 235"
2365.1,M-1982,Lower Indus,Mohenjo-daro,SEAL:R,,Steatite,Y,R/L,+740-100-240-031+,031-240-100-740,PRODUCTIVE_SLOT(<START>_240)[031] | PRODUCTIVE_SLOT(031_<END>)[240-100-740],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|240:031@1-1; 031|<END>:240-100-740@2-4,,031,031,0.67,Medium,"compare all artifacts in frames 031|<END>, <START>|240; test reused filler(s) 031 across frames; inspect minimal alternation(s) involving 031"
2388.1,-,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Y,R/L,+740-637-240-002-861+,861-002-240-637-740,PRODUCTIVE_SLOT(<START>_240)[861-002] | PRIME_ENTITY_SLOT(002_740)[240-637] | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,<START>|240:861-002@1-2; 002|740:240-637@3-4,,861-002,861-002,0.67,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 861-002"
2551.1,M-23,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Y,R/L,+842-871-192-368/740-482-060-692-520-220-235-001-920+,920-001-235-220-520-692-060-482-740-368-192-871-842,PRODUCTIVE_SLOT(<START>_001)[920] | 001:SLOT_INITIAL_MODIFIER | 235:LEADING_FORMULA_MARKER | 220:SLOT_FINAL_MODIFIER | 520:TERMINAL_TITLE_OR_SUFFIX | 692:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_740)[482] | 740:TERMINAL_TITLE_OR_SUFFIX | 368:SIGN | 192:SIGN | 871:SIGN | 842:SIGN,PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER LEADING_FORMULA_MARKER SLOT_FINAL_MODIFIER TERMINAL_TITLE_OR_SUFFIX SIGN SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT TERMINAL_TITLE_OR_SUFFIX SIGN SIGN SIGN SIGN,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|001:920@1-1; 060|740:482@8-8,,,920,0.67,Medium,"compare all artifacts in frames 060|740, <START>|001; inspect minimal alternation(s) involving 920"
2558.1,M-30,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Y,R/L,+740-752-017-503-240-235-806+,806-235-240-503-017-752-740,PRODUCTIVE_SLOT(<START>_240)[806-235] | PRODUCTIVE_SLOT(235_<END>)[240-503-017-752-740],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|240:806-235@1-2; 235|<END>:240-503-017-752-740@3-7,,,806-235,0.67,Medium,"compare all artifacts in frames 235|<END>, <START>|240; inspect minimal alternation(s) involving 806-235"
2570.1,M-42,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Y,R/L,+527-550-240-002-817+,817-002-240-550-527,PRODUCTIVE_SLOT(<START>_240)[817-002] | PRODUCTIVE_SLOT(002_<END>)[240-550-527],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,<START>|240:817-002@1-2; 002|<END>:240-550-527@3-5,,817-002,817-002,0.67,Medium,"compare all artifacts in frames 002|<END>, <START>|240; test reused filler(s) 817-002 across frames; inspect minimal alternation(s) involving 817-002"
2606.1,M-79,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,Y,R/L,+688/740-100-240-233-002-861+,861-002-233-240-100-740-688,PRODUCTIVE_SLOT(<START>_233)[861-002] | PRIME_ENTITY_SLOT(002_740)[233-240-100] | 740:TERMINAL_TITLE_OR_SUFFIX | 688:SIGN,PRODUCTIVE_SLOT PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX SIGN,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,<START>|233:861-002@1-2; 002|740:233-240-100@3-5,,861-002,861-002,0.67,Medium,"compare all artifacts in frames 002|740, <START>|233; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 861-002"
2683.1,M-157,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:J,Steatite,Y,R/L,+740-900-790-233-798-001-820+,820-001-798-233-790-900-740,PRODUCTIVE_SLOT(<START>_001)[820] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[798-233-790-900-740],PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,<START>|001:820@1-1; 001|<END>:798-233-790-900-740@3-7,,820,820,0.67,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 820 across frames; inspect minimal alternation(s) involving 820"
2757.1,M-234,Lower Indus,Mohenjo-daro,SEAL:S,Gaur,Steatite,Y,R/L,+842-535-099-004/740-482-060-692-520-220-235-001-920+,920-001-235-220-520-692-060-482-740-004-099-535-842,PRODUCTIVE_SLOT(<START>_001)[920] | 001:SLOT_INITIAL_MODIFIER | 235:LEADING_FORMULA_MARKER | 220:SLOT_FINAL_MODIFIER | 520:TERMINAL_TITLE_OR_SUFFIX | 692:SIGN | 060:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(060_740)[482] | 740:TERMINAL_TITLE_OR_SUFFIX | 004:SIGN | 099:SIGN | 535:SIGN | 842:SIGN,PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER LEADING_FORMULA_MARKER SLOT_FINAL_MODIFIER TERMINAL_TITLE_OR_SUFFIX SIGN SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT TERMINAL_TITLE_OR_SUFFIX SIGN SIGN SIGN SIGN,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|001:920@1-1; 060|740:482@8-8,,,920,0.67,Medium,"compare all artifacts in frames 060|740, <START>|001; inspect minimal alternation(s) involving 920"
2801.1,M-280,Lower Indus,Mohenjo-daro,SEAL:S,Elep,Steatite,Y,R/L,+740-482-240-002-944-920-140+,140-920-944-002-240-482-740,PRODUCTIVE_SLOT(<START>_240)[140-920-944-002] | PRIME_ENTITY_SLOT(002_740)[240-482] | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,<START>|240:140-920-944-002@1-4; 002|740:240-482@5-6,,,240-482,0.67,Medium,"compare all artifacts in frames 002|740, <START>|240; inspect minimal alternation(s) involving 240-482"
2819.1,M-300,Lower Indus,Mohenjo-daro,SEAL:S,CompBull,Steatite,Y,R/L,+740-390-590-001/060-820+,820-060-001-590-390-740,PRODUCTIVE_SLOT(<START>_001)[820-060] | PRODUCTIVE_SLOT(060_<END>)[001-590-390-740],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,<START>|001:820-060@1-2; 060|<END>:001-590-390-740@3-6,,,820-060,0.67,Medium,"compare all artifacts in frames 060|<END>, <START>|001; inspect minimal alternation(s) involving 820-060"
2868.1,M-372,Lower Indus,Mohenjo-daro,SEAL:R,,Steatite,Y,R/L,+740-338-605-176-001-820+,820-001-176-605-338-740,PRODUCTIVE_SLOT(<START>_001)[820] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[176-605-338-740],PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,<START>|001:820@1-1; 001|<END>:176-605-338-740@3-6,,820,820,0.67,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 820 across frames; inspect minimal alternation(s) involving 820"
2873.1,M-377,Lower Indus,Mohenjo-daro,SEAL:R,,-,Y,R/L,+740-690-435-255-240-235+,235-240-255-435-690-740,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-255-435-690-740],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|240:235@1-1; 235|<END>:240-255-435-690-740@2-6,,235,235,0.67,Medium,"compare all artifacts in frames 235|<END>, <START>|240; test reused filler(s) 235 across frames; inspect minimal alternation(s) involving 235"
2901.1,M-405,Lower Indus,Mohenjo-daro,SEAL:R,,Steatite,Y,R/L,+740-923-240-235-806+,806-235-240-923-740,PRODUCTIVE_SLOT(<START>_240)[806-235] | PRODUCTIVE_SLOT(235_<END>)[240-923-740],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|240:806-235@1-2; 235|<END>:240-923-740@3-5,,,806-235,0.67,Medium,"compare all artifacts in frames 235|<END>, <START>|240; inspect minimal alternation(s) involving 806-235"
3133.1,M-706,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Y,R/L,+740-773-240-002-861-031+,031-861-002-240-773-740,PRODUCTIVE_SLOT(<START>_240)[031-861-002] | PRIME_ENTITY_SLOT(002_740)[240-773] | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,<START>|240:031-861-002@1-3; 002|740:240-773@4-5,,,240-773,0.67,Medium,"compare all artifacts in frames 002|740, <START>|240; inspect minimal alternation(s) involving 240-773"
3245.1,M-833,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:W,Steatite,Y,R/L,+527-550-740-240-002-808+,808-002-240-740-550-527,PRODUCTIVE_SLOT(<START>_240)[808-002] | PRIME_ENTITY_SLOT(002_740)[240] | 740:TERMINAL_TITLE_OR_SUFFIX | 550:SIGN | 527:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX SIGN TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,<START>|240:808-002@1-2; 002|740:240@3-3,,240,240,0.67,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 240 across frames; inspect minimal alternation(s) involving 240"
3346.1,M-951,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:S,Steatite,Y,R/L,+740-927-240-031+,031-240-927-740,PRODUCTIVE_SLOT(<START>_240)[031] | PRODUCTIVE_SLOT(031_<END>)[240-927-740],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|240:031@1-1; 031|<END>:240-927-740@2-4,,031,031,0.67,Medium,"compare all artifacts in frames 031|<END>, <START>|240; test reused filler(s) 031 across frames; inspect minimal alternation(s) involving 031"
3357.1,M-962,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:W,-,Y,R/L,+520-220-240-235+,235-240-220-520,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-220-520],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|240:235@1-1; 235|<END>:240-220-520@2-4,,235,235,0.67,Medium,"compare all artifacts in frames 235|<END>, <START>|240; test reused filler(s) 235 across frames; inspect minimal alternation(s) involving 235"
3468.1,M-1096,Lower Indus,Mohenjo-daro,SEAL:S,Gaur,Steatite,Y,R/L,+740-455-240-235+,235-240-455-740,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-455-740],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|240:235@1-1; 235|<END>:240-455-740@2-4,,235,235,0.67,Medium,"compare all artifacts in frames 235|<END>, <START>|240; test reused filler(s) 235 across frames; inspect minimal alternation(s) involving 235"
3486.1,M-1115,Lower Indus,Mohenjo-daro,SEAL:S,Zebu,Steatite,Y,R/L,+740-335-233-002-861+,861-002-233-335-740,PRODUCTIVE_SLOT(<START>_233)[861-002] | PRIME_ENTITY_SLOT(002_740)[233-335] | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,<START>|233:861-002@1-2; 002|740:233-335@3-4,,861-002,861-002,0.67,Medium,"compare all artifacts in frames 002|740, <START>|233; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 861-002"
3526.1,M-1166,Lower Indus,Mohenjo-daro,SEAL:S,Tigr,Steatite,Y,R/L,+740-923-240-002-817+,817-002-240-923-740,PRODUCTIVE_SLOT(<START>_240)[817-002] | PRIME_ENTITY_SLOT(002_740)[240-923] | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,<START>|240:817-002@1-2; 002|740:240-923@3-4,,817-002,817-002,0.67,Medium,"compare all artifacts in frames 002|740, <START>|240; test reused filler(s) 817-002 across frames; inspect minimal alternation(s) involving 817-002"
3571.1,M-1264,Lower Indus,Mohenjo-daro,SEAL:R,,Steatite,Y,R/L,+740-100-456-001-820+,820-001-456-100-740,PRODUCTIVE_SLOT(<START>_001)[820] | 001:SLOT_INITIAL_MODIFIER | PRODUCTIVE_SLOT(001_<END>)[456-100-740],PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,<START>|001:820@1-1; 001|<END>:456-100-740@3-5,,820,820,0.67,Medium,"compare all artifacts in frames 001|<END>, <START>|001; test reused filler(s) 820 across frames; inspect minimal alternation(s) involving 820"
3576.1,M-1269,Lower Indus,Mohenjo-daro,SEAL:R,,-,Y,R/L,+520-033-706-240-235+,235-240-706-033-520,PRODUCTIVE_SLOT(<START>_240)[235] | PRODUCTIVE_SLOT(235_<END>)[240-706-033-520],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|240:235@1-1; 235|<END>:240-706-033-520@2-5,,235,235,0.67,Medium,"compare all artifacts in frames 235|<END>, <START>|240; test reused filler(s) 235 across frames; inspect minimal alternation(s) involving 235"
3604.1,M-1299,Lower Indus,Mohenjo-daro,SEAL:R,,Steatite,Y,R/L,+527-550-033-705-233-002-817+,817-002-233-705-033-550-527,PRODUCTIVE_SLOT(<START>_233)[817-002] | PRODUCTIVE_SLOT(002_<END>)[233-705-033-550-527],PRODUCTIVE_SLOT PRODUCTIVE_SLOT,ClassifierSlotTerminalFormula,classifier + entity/title/place + terminal marker,<START>|233:817-002@1-2; 002|<END>:233-705-033-550-527@3-7,,817-002,817-002,0.67,Medium,"compare all artifacts in frames 002|<END>, <START>|233; test reused filler(s) 817-002 across frames; inspect minimal alternation(s) involving 817-002"
3908.1,M-1670,Lower Indus,Mohenjo-daro,SEAL:S,Bull1:II,-,Y,R/L,+740-760-001-233-002-861+,861-002-233-001-760-740,PRODUCTIVE_SLOT(<START>_233)[861-002] | PRIME_ENTITY_SLOT(002_740)[233-001-760] | 740:TERMINAL_TITLE_OR_SUFFIX,PRODUCTIVE_SLOT PRIME_ENTITY_SLOT TERMINAL_TITLE_OR_SUFFIX,PrimeEntitySealFormula,owner/name; office/title; lineage; place; authority formula,<START>|233:861-002@1-2; 002|740:233-001-760@3-5,,861-002,861-002,0.67,Medium,"compare all artifacts in frames 002|740, <START>|233; test reused filler(s) 861-002 across frames; inspect minimal alternation(s) involving 861-002"
72.1,C-76,Lower Indus,Chanhu-daro,SEAL:S,Gaur,Steatite,Y,R/L,+032-031/850-032-530-740-741-456+,456-741-740-530-032-850-031-032,PRODUCTIVE_SLOT(<START>_741)[456] | 741:SLOT_INITIAL_MODIFIER | 740:TERMINAL_TITLE_OR_SUFFIX | 530:SIGN | 032:SLOT_INITIAL_MODIFIER | 850:SIGN | 031:LEADING_FORMULA_MARKER | PRODUCTIVE_SLOT(031_<END>)[032],PRODUCTIVE_SLOT SLOT_INITIAL_MODIFIER TERMINAL_TITLE_OR_SUFFIX SIGN SLOT_INITIAL_MODIFIER SIGN LEADING_FORMULA_MARKER PRODUCTIVE_SLOT,TerminalFormula,short label; title/suffix; object marker; closing formula,<START>|741:456@1-1; 031|<END>:032@8-8,,032,032,0.67,Medium,"compare all artifacts in frames 031|<END>, <START>|741; test reused filler(s) 032 across frames; inspect minimal alternation(s) involving 032"
