"SignA","SignB","TotalA","TotalB","SharedFeatures","Cosine","ReviewPriority"
"031","806","258","135","21","0.763119","Medium"
"064","241","14","12","2","0.762927","Medium"
"545","905","10","13","2","0.76272","Medium"
"139","354","5","15","4","0.762713","Medium"
"634","831","5","18","3","0.762705","Medium"
"139","777","5","7","2","0.762493","Medium"
"234","556","9","11","2","0.762444","Medium"
"003","806","259","135","14","0.762403","Medium"
"006","790","7","55","2","0.762349","Medium"
"067","384","8","33","3","0.762127","Medium"
"031","831","258","18","12","0.762028","Medium"
"067","388","8","59","3","0.761905","Medium"
"231","803","95","134","18","0.761902","Medium"
"777","832","7","45","3","0.761885","Medium"
"503","853","82","11","3","0.761861","Medium"
"540","820","22","244","7","0.761686","Medium"
"064","749","14","6","2","0.761606","Medium"
"416","455","57","46","11","0.761363","Medium"
"101","519","8","17","4","0.761351","Medium"
"175","491","27","18","3","0.761233","Medium"
"049","219","6","7","3","0.760639","Medium"
"515","679","18","19","3","0.760639","Medium"
"090","317","195","13","3","0.760601","Medium"
"101","103","8","5","4","0.760263","Medium"
"110","742","6","57","2","0.760263","Medium"
"263","416","6","57","2","0.760152","Medium"
"408","416","9","57","2","0.760152","Medium"
"556","831","11","18","2","0.760095","Medium"
"384","877","33","22","4","0.759496","Medium"
"400","527","502","63","6","0.75949","Medium"
"139","540","5","22","3","0.759434","Medium"
"617","749","77","6","2","0.759333","Medium"
"156","700","107","578","7","0.758993","Medium"
"877","927","22","11","4","0.758739","Medium"
"408","556","9","11","2","0.758583","Medium"
"382","605","21","15","3","0.758481","Medium"
"005","019","49","6","4","0.758475","Medium"
"100","388","134","59","11","0.758445","Medium"
"219","792","7","13","3","0.758288","Medium"
"140","263","110","6","4","0.758132","Medium"
"362","519","5","17","3","0.758098","Medium"
"004","710","99","5","5","0.758088","Medium"
"140","371","110","11","4","0.758021","Medium"
"104","416","26","57","4","0.757998","Medium"
"416","790","57","55","7","0.757772","Medium"
"390","405","290","118","19","0.757664","Medium"
"440","630","58","40","6","0.757647","Medium"
"416","491","57","18","2","0.757483","Medium"
"072","175","15","27","6","0.75724","Medium"
"545","806","10","135","3","0.757197","Medium"
"222","792","17","13","3","0.756918","Medium"
"003","263","259","6","3","0.75685","Medium"
"004","371","99","11","5","0.756644","Medium"
"091","831","28","18","3","0.756549","Medium"
"064","592","14","11","3","0.756323","Medium"
"153","161","5","13","2","0.756323","Medium"
"241","804","12","8","4","0.756154","Medium"
"219","717","7","55","4","0.756086","Medium"
"049","101","6","8","3","0.755929","Medium"
"067","101","8","8","2","0.755929","Medium"
"388","637","59","5","2","0.755929","Medium"
"634","849","5","8","2","0.755929","Medium"
"156","400","107","502","6","0.755904","Medium"
"151","226","94","41","6","0.755893","Medium"
"272","853","5","11","2","0.755865","Medium"
"456","820","6","244","4","0.755862","Medium"
"140","806","110","135","11","0.755855","Medium"
"101","904","8","64","3","0.75583","Medium"
"140","219","110","7","3","0.755754","Medium"
"749","824","6","32","2","0.755754","Medium"
"413","808","57","8","3","0.755742","Medium"
"531","798","5","151","4","0.755736","Medium"
"049","798","6","151","4","0.755577","Medium"
"101","900","8","112","5","0.75556","Medium"
"003","803","259","134","25","0.755236","Medium"
"374","861","16","272","5","0.754751","Medium"
"416","515","57","18","3","0.754679","Medium"
"031","190","258","11","5","0.75438","Medium"
"370","371","10","11","2","0.754247","Medium"
"003","820","259","244","15","0.754065","Medium"
"140","808","110","8","2","0.753985","Medium"
"190","817","11","221","4","0.75391","Medium"
"136","617","13","77","5","0.753834","Medium"
"066","849","18","8","2","0.753778","Medium"
"110","808","6","8","2","0.753778","Medium"
"110","930","6","8","2","0.753778","Medium"
"820","920","244","153","13","0.753751","Medium"
"091","413","28","57","3","0.753579","Medium"
"032","140","588","110","24","0.753316","Medium"
"003","175","259","27","3","0.75296","Medium"
"630","900","40","112","3","0.752904","Medium"
"221","717","6","55","4","0.752852","Medium"
"742","942","57","10","2","0.752622","Medium"
"139","416","5","57","3","0.752617","Medium"
"156","621","107","22","3","0.75242","Medium"
"005","803","49","134","12","0.75235","Medium"
"564","792","6","13","3","0.752326","Medium"
"104","491","26","18","3","0.752268","Medium"
"692","820","77","244","10","0.752172","Medium"
"139","140","5","110","5","0.75216","Medium"
"400","700","502","578","10","0.752102","Medium"
"360","820","12","244","4","0.75207","Medium"
"064","520","14","321","4","0.752018","Medium"
"104","503","26","82","4","0.752002","Medium"
"005","416","49","57","6","0.751998","Medium"
"408","515","9","18","2","0.75186","Medium"
"234","790","9","55","2","0.751758","Medium"
"005","016","49","49","8","0.751729","Medium"
"156","930","107","8","2","0.75143","Medium"
"792","904","13","64","6","0.751383","Medium"
"156","527","107","63","6","0.751317","Medium"
"565","851","15","7","3","0.751301","Medium"
"790","851","55","7","3","0.751301","Medium"
"003","219","259","7","2","0.751282","Medium"
"408","749","9","6","2","0.75116","Medium"
"630","904","40","64","5","0.750968","Medium"
"048","176","18","217","4","0.75079","Medium"
"388","798","59","151","11","0.750764","Medium"
"531","923","5","45","2","0.750745","Medium"
"390","392","290","6","5","0.750582","Medium"
"090","411","195","11","3","0.750499","Medium"
"603","630","7","40","3","0.750479","Medium"
"215","411","11","11","2","0.750479","Medium"
"098","416","10","57","3","0.750318","Medium"
"110","824","6","32","2","0.750177","Medium"
"347","634","10","5","2","0.750092","Medium"
"808","861","8","272","3","0.75007","Medium"
"515","565","18","15","4","0.75","Medium"
"064","411","14","11","2","0.75","Medium"
"064","868","14","13","2","0.75","Medium"
"110","136","6","13","2","0.75","Medium"
"110","139","6","5","2","0.75","Medium"
"455","540","46","22","7","0.749943","Medium"
"362","482","5","41","3","0.7497","Medium"
"360","416","12","57","5","0.749473","Medium"
"390","621","290","22","5","0.749406","Medium"
"411","520","11","321","2","0.749386","Medium"
"098","703","10","12","2","0.749168","Medium"
"136","226","13","41","5","0.749025","Medium"
"531","900","5","112","5","0.748994","Medium"
"411","617","11","77","3","0.748994","Medium"
"098","556","10","11","2","0.748983","Medium"
"103","176","5","217","5","0.748969","Medium"
"416","831","57","18","3","0.748962","Medium"
"323","491","7","18","2","0.748905","Medium"
"511","790","12","55","4","0.748751","Medium"
"031","515","258","18","5","0.748713","Medium"
"101","798","8","151","5","0.748695","Medium"
"362","798","5","151","3","0.748539","Medium"
"390","406","290","13","8","0.748511","Medium"
"336","362","11","5","2","0.748455","Medium"
"362","637","5","5","2","0.748455","Medium"
"371","413","11","57","2","0.748268","Medium"
"234","592","9","11","3","0.74819","Medium"
"140","820","110","244","14","0.748064","Medium"
"400","401","502","7","4","0.747998","Medium"
"066","347","18","10","2","0.747958","Medium"
"413","777","57","7","2","0.747616","Medium"
"637","717","5","55","2","0.747571","Medium"
"491","820","18","244","3","0.747223","Medium"
"411","540","11","22","2","0.747005","Medium"
"527","621","63","22","3","0.746993","Medium"
"400","930","502","8","3","0.746851","Medium"
"234","408","9","9","2","0.746816","Medium"
"215","354","11","15","5","0.746788","Medium"
"519","531","17","5","3","0.746788","Medium"
"006","808","7","8","2","0.746203","Medium"
"326","808","7","8","2","0.746203","Medium"
"808","942","8","10","2","0.746203","Medium"
"930","942","8","10","2","0.746203","Medium"
"140","323","110","7","3","0.746067","Medium"
"190","880","11","11","3","0.746004","Medium"
"480","698","42","10","2","0.745555","Medium"
"140","235","110","250","13","0.745478","Medium"
"617","700","77","578","6","0.745358","Medium"
"232","804","10","8","7","0.745356","Medium"
"064","700","14","578","6","0.745177","Medium"
"003","370","259","10","3","0.745125","Medium"
"003","413","259","57","5","0.744947","Medium"
"527","700","63","578","3","0.744917","Medium"
"520","749","321","6","2","0.744788","Medium"
"520","565","321","15","6","0.744359","Medium"
"156","401","107","7","3","0.743965","Medium"
"031","360","258","12","5","0.743784","Medium"
"416","821","57","14","5","0.743595","Medium"
"384","772","33","10","3","0.743586","Medium"
"408","440","9","58","2","0.743568","Medium"
"031","215","258","11","6","0.743507","Medium"
"064","156","14","107","4","0.743262","Medium"
"221","630","6","40","2","0.743168","Medium"
"014","032","8","588","7","0.743054","Medium"
"031","817","258","221","9","0.742938","Medium"
"806","808","135","8","3","0.742802","Medium"
"519","637","17","5","3","0.742781","Medium"
"110","621","6","22","2","0.742781","Medium"
"140","803","110","134","20","0.742729","Medium"
"019","031","6","258","4","0.742711","Medium"
"140","831","110","18","8","0.742688","Medium"
"824","942","32","10","2","0.742638","Medium"
"527","617","63","77","6","0.742552","Medium"
"370","540","10","22","3","0.74252","Medium"
"219","221","7","6","3","0.742462","Medium"
"136","942","13","10","2","0.742462","Medium"
"139","942","5","10","2","0.742462","Medium"
"091","104","28","26","3","0.742076","Medium"
"792","877","13","22","3","0.742041","Medium"
"520","617","321","77","8","0.741967","Medium"
"540","592","22","11","2","0.741681","Medium"
"222","630","17","40","5","0.741592","Medium"
"413","820","57","244","9","0.741398","Medium"
"154","526","45","13","2","0.741344","Medium"
"226","749","41","6","2","0.741333","Medium"
"390","520","290","321","13","0.741272","Medium"
"384","900","33","112","4","0.741196","Medium"
"241","565","12","15","3","0.741071","Medium"
"760","900","134","112","7","0.741023","Medium"
"090","851","195","7","3","0.740982","Medium"
"226","824","41","32","3","0.740846","Medium"
"407","842","143","5","2","0.740706","Medium"
"235","416","250","57","12","0.74065","Medium"
"443","773","5","9","2","0.740593","Medium"
"013","416","50","57","5","0.740453","Medium"
"527","930","63","8","2","0.740216","Medium"
"175","803","27","134","8","0.740203","Medium"
"317","592","13","11","2","0.740153","Medium"
"175","235","27","250","9","0.739864","Medium"
"064","930","14","8","2","0.73983","Medium"
"027","545","6","10","2","0.739795","Medium"
"028","545","5","10","2","0.739795","Medium"
"137","777","16","7","2","0.739727","Medium"
"531","637","5","5","2","0.7396","Medium"
"136","390","13","290","5","0.739365","Medium"
"005","091","49","28","3","0.73932","Medium"
"005","015","49","8","6","0.738988","Medium"
"317","540","13","22","3","0.738981","Medium"
"241","390","12","290","5","0.738911","Medium"
"176","877","217","22","4","0.738823","Medium"
"031","880","258","11","3","0.738724","Medium"
"156","411","107","11","3","0.738497","Medium"
"015","416","8","57","4","0.738452","Medium"
"140","413","110","57","4","0.738132","Medium"
"298","504","9","9","3","0.738095","Medium"
"031","371","258","11","6","0.73794","Medium"
"285","370","5","10","2","0.737865","Medium"
"154","400","45","502","4","0.737409","Medium"
"005","491","49","18","2","0.737398","Medium"
"190","370","11","10","3","0.73721","Medium"
"317","851","13","7","3","0.73721","Medium"
"016","416","49","57","7","0.737117","Medium"
"064","621","14","22","2","0.737077","Medium"
"637","923","5","45","3","0.737076","Medium"
"336","772","11","10","2","0.737076","Medium"
"679","871","19","5","3","0.737031","Medium"
"370","777","10","7","2","0.736857","Medium"
"175","231","27","95","8","0.73675","Medium"
"161","390","13","290","2","0.736693","Medium"
"153","154","5","45","3","0.736633","Medium"
"236","804","26","8","5","0.73635","Medium"
"215","698","11","10","2","0.736275","Medium"
"110","700","6","578","2","0.736126","Medium"
"219","235","7","250","4","0.736059","Medium"
"362","752","5","53","2","0.735761","Medium"
"067","100","8","134","2","0.735687","Medium"
"005","556","49","11","2","0.7356","Medium"
"005","219","49","7","3","0.735542","Medium"
"526","617","13","77","2","0.735468","Medium"
"032","808","588","8","2","0.735336","Medium"
"621","942","22","10","2","0.735316","Medium"
"491","806","18","135","4","0.735204","Medium"
"440","808","58","8","2","0.735134","Medium"
"048","927","18","11","2","0.735013","Medium"
"222","900","17","112","3","0.73491","Medium"
"048","384","18","33","4","0.734891","Medium"
"031","098","258","10","3","0.734664","Medium"
"156","749","107","6","2","0.734569","Medium"
"101","482","8","41","3","0.734553","Medium"
"411","824","11","32","2","0.734412","Medium"
"407","520","143","321","3","0.734406","Medium"
"032","790","588","55","18","0.734295","Medium"
"161","565","13","15","2","0.734253","Medium"
"005","263","49","6","3","0.734214","Medium"
"773","792","9","13","2","0.734209","Medium"
"125","140","59","110","18","0.734145","Medium"
"370","413","10","57","3","0.734144","Medium"
"176","564","217","6","4","0.734124","Medium"
"371","416","11","57","4","0.73406","Medium"
"519","927","17","11","4","0.734025","Medium"
"049","531","6","5","3","0.733799","Medium"
"531","564","5","6","3","0.733799","Medium"
"067","531","8","5","2","0.733799","Medium"
"401","700","7","578","2","0.733724","Medium"
"154","527","45","63","3","0.733635","Medium"
"353","495","10","30","3","0.733625","Medium"
"015","698","8","10","2","0.733625","Medium"
"222","717","17","55","6","0.733619","Medium"
"154","565","45","15","5","0.73342","Medium"
"175","263","27","6","3","0.733359","Medium"
"263","380","6","8","2","0.733359","Medium"
"263","681","6","5","2","0.733359","Medium"
"101","336","8","11","2","0.733333","Medium"
"101","637","8","5","2","0.733333","Medium"
"384","637","33","5","2","0.733236","Medium"
"125","698","59","10","4","0.733222","Medium"
"700","824","578","32","4","0.733155","Medium"
"019","260","6","8","4","0.732941","Medium"
"048","923","18","45","2","0.732791","Medium"
"380","416","8","57","2","0.732589","Medium"
"416","681","57","5","2","0.732589","Medium"
"003","503","259","82","10","0.732511","Medium"
"140","370","110","10","2","0.732167","Medium"
"219","263","7","6","2","0.73214","Medium"
"323","698","7","10","2","0.732114","Medium"
"031","354","258","15","5","0.732023","Medium"
"153","804","5","8","3","0.731925","Medium"
